timestamp,heart_rate,power,cadence,speed,altitude,distance,temperature
2025-11-01T10:55:09,93,52,1,None,88.20000000000005,None,None
2025-11-01T10:55:10,95,52,1,None,88.20000000000005,None,None
2025-11-01T10:55:11,99,52,21,None,88.39999999999998,None,None
2025-11-01T10:55:12,100,97,2,None,88.39999999999998,None,None
2025-11-01T10:55:13,103,97,2,None,88.39999999999998,None,None
2025-11-01T10:55:14,106,97,2,None,88.39999999999998,None,None
2025-11-01T10:55:15,106,136,2,None,88.39999999999998,None,None
2025-11-01T10:55:16,109,136,2,None,88.60000000000002,None,None
2025-11-01T10:55:17,109,175,5,None,88.60000000000002,None,None
2025-11-01T10:55:18,110,175,5,None,88.79999999999995,None,None
2025-11-01T10:55:19,111,175,5,None,88.79999999999995,None,None
2025-11-01T10:55:20,111,195,5,None,89.0,None,None
2025-11-01T10:55:21,112,195,5,None,89.0,None,None
2025-11-01T10:55:22,112,192,8,None,89.20000000000005,None,None
2025-11-01T10:55:23,113,181,8,None,89.20000000000005,None,None
2025-11-01T10:55:24,113,181,8,None,89.39999999999998,None,None
2025-11-01T10:55:25,113,167,12,None,89.39999999999998,None,None
2025-11-01T10:55:26,113,155,12,None,89.60000000000002,None,None
2025-11-01T10:55:27,114,146,18,None,89.79999999999995,None,None
2025-11-01T10:55:28,114,135,37,None,89.79999999999995,None,None
2025-11-01T10:55:29,113,119,25,None,90.0,None,None
2025-11-01T10:55:30,112,115,37,None,90.20000000000005,None,None
2025-11-01T10:55:31,111,113,39,None,90.20000000000005,None,None
2025-11-01T10:55:32,110,112,36,None,90.39999999999998,None,None
2025-11-01T10:55:33,109,113,40,None,90.60000000000002,None,None
2025-11-01T10:55:34,110,110,41,None,90.60000000000002,None,None
2025-11-01T10:55:35,110,113,39,None,90.79999999999995,None,None
2025-11-01T10:55:36,112,114,45,None,91.0,None,None
2025-11-01T10:55:37,113,116,46,None,91.0,None,None
2025-11-01T10:55:38,114,112,47,None,91.20000000000005,None,None
2025-11-01T10:55:39,114,105,44,None,91.20000000000005,None,None
2025-11-01T10:55:40,115,106,49,None,91.39999999999998,None,None
2025-11-01T10:55:41,115,109,50,None,91.60000000000002,None,None
2025-11-01T10:55:42,115,97,51,None,91.60000000000002,None,None
2025-11-01T10:55:43,115,95,52,None,91.79999999999995,None,None
2025-11-01T10:55:44,115,90,54,None,91.79999999999995,None,None
2025-11-01T10:55:45,113,89,53,None,92.0,None,None
2025-11-01T10:55:46,113,92,53,None,92.0,None,None
2025-11-01T10:55:47,113,91,53,None,92.20000000000005,None,None
2025-11-01T10:55:48,113,83,55,None,92.20000000000005,None,None
2025-11-01T10:55:49,113,82,52,None,92.39999999999998,None,None
2025-11-01T10:55:50,113,87,57,None,92.39999999999998,None,None
2025-11-01T10:55:51,113,85,56,None,92.60000000000002,None,None
2025-11-01T10:55:52,113,85,54,None,92.60000000000002,None,None
2025-11-01T10:55:53,112,85,56,None,92.79999999999995,None,None
2025-11-01T10:55:54,112,82,55,None,92.79999999999995,None,None
2025-11-01T10:55:55,111,81,55,None,93.0,None,None
2025-11-01T10:55:56,110,78,54,None,93.0,None,None
2025-11-01T10:55:57,109,72,54,None,93.20000000000005,None,None
2025-11-01T10:55:58,109,79,49,None,93.20000000000005,None,None
2025-11-01T10:55:59,108,89,45,None,93.20000000000005,None,None
2025-11-01T10:56:00,108,104,45,None,93.39999999999998,None,None
2025-11-01T10:56:01,109,123,42,None,93.39999999999998,None,None
2025-11-01T10:56:02,109,126,40,None,93.60000000000002,None,None
2025-11-01T10:56:03,109,128,43,None,93.60000000000002,None,None
2025-11-01T10:56:04,109,122,43,None,93.79999999999995,None,None
2025-11-01T10:56:05,110,115,45,None,93.79999999999995,None,None
2025-11-01T10:56:06,113,123,47,None,94.0,None,None
2025-11-01T10:56:07,114,129,49,None,94.0,None,None
2025-11-01T10:56:08,115,127,50,None,94.20000000000005,None,None
2025-11-01T10:56:09,116,117,52,None,94.20000000000005,None,None
2025-11-01T10:56:10,117,113,53,None,94.39999999999998,None,None
2025-11-01T10:56:11,117,110,55,None,94.39999999999998,None,None
2025-11-01T10:56:12,116,107,55,None,94.60000000000002,None,None
2025-11-01T10:56:13,116,102,56,None,94.60000000000002,None,None
2025-11-01T10:56:14,116,102,56,None,94.79999999999995,None,None
2025-11-01T10:56:15,114,99,57,None,94.79999999999995,None,None
2025-11-01T10:56:16,114,94,60,None,95.0,None,None
2025-11-01T10:56:17,115,86,58,None,95.0,None,None
2025-11-01T10:56:18,113,81,60,None,95.20000000000005,None,None
2025-11-01T10:56:19,111,84,60,None,95.20000000000005,None,None
2025-11-01T10:56:20,111,89,59,None,95.39999999999998,None,None
2025-11-01T10:56:21,109,93,59,None,95.39999999999998,None,None
2025-11-01T10:56:22,110,96,61,None,95.60000000000002,None,None
2025-11-01T10:56:23,111,93,61,None,95.60000000000002,None,None
2025-11-01T10:56:24,110,88,62,None,95.79999999999995,None,None
2025-11-01T10:56:25,109,87,61,None,95.79999999999995,None,None
2025-11-01T10:56:26,108,88,61,None,96.0,None,None
2025-11-01T10:56:27,107,89,63,None,96.0,None,None
2025-11-01T10:56:28,107,90,60,None,96.20000000000005,None,None
2025-11-01T10:56:29,106,89,62,None,96.20000000000005,None,None
2025-11-01T10:56:30,106,88,64,None,96.39999999999998,None,None
2025-11-01T10:56:31,106,89,60,None,96.39999999999998,None,None
2025-11-01T10:56:32,109,91,64,None,96.39999999999998,None,None
2025-11-01T10:56:33,109,96,61,None,96.60000000000002,None,None
2025-11-01T10:56:34,109,98,63,None,96.60000000000002,None,None
2025-11-01T10:56:35,110,95,62,None,96.79999999999995,None,None
2025-11-01T10:56:36,107,95,62,None,96.79999999999995,None,None
2025-11-01T10:56:37,107,96,67,None,96.79999999999995,None,None
2025-11-01T10:56:38,104,87,66,None,97.0,None,None
2025-11-01T10:56:39,102,90,61,None,97.0,None,None
2025-11-01T10:56:40,101,88,66,None,97.20000000000005,None,None
2025-11-01T10:56:41,101,85,64,None,97.20000000000005,None,None
2025-11-01T10:56:42,101,87,64,None,97.20000000000005,None,None
2025-11-01T10:56:43,103,95,64,None,97.39999999999998,None,None
2025-11-01T10:56:44,105,99,62,None,97.39999999999998,None,None
2025-11-01T10:56:45,107,97,64,None,97.60000000000002,None,None
2025-11-01T10:56:46,107,95,65,None,97.60000000000002,None,None
2025-11-01T10:56:47,107,93,65,None,97.60000000000002,None,None
2025-11-01T10:56:48,107,90,65,None,97.79999999999995,None,None
2025-11-01T10:56:49,98,88,65,None,97.79999999999995,None,None
2025-11-01T10:56:50,98,86,65,None,97.79999999999995,None,None
2025-11-01T10:56:51,98,87,65,None,97.79999999999995,None,None
2025-11-01T10:56:52,98,89,65,None,98.0,None,None
2025-11-01T10:56:53,99,89,65,None,98.0,None,None
2025-11-01T10:56:54,100,84,66,None,98.0,None,None
2025-11-01T10:56:55,102,89,66,None,98.0,None,None
2025-11-01T10:56:56,104,90,66,None,98.0,None,None
2025-11-01T10:56:57,105,90,66,None,98.20000000000005,None,None
2025-11-01T10:56:58,106,89,65,None,98.20000000000005,None,None
2025-11-01T10:56:59,104,82,65,None,98.20000000000005,None,None
2025-11-01T10:57:00,99,86,65,None,98.20000000000005,None,None
2025-11-01T10:57:01,99,94,65,None,98.20000000000005,None,None
2025-11-01T10:57:02,93,105,65,None,98.20000000000005,None,None
2025-11-01T10:57:03,93,111,65,None,98.20000000000005,None,None
2025-11-01T10:57:04,97,114,68,None,98.20000000000005,None,None
2025-11-01T10:57:05,102,105,68,None,98.20000000000005,None,None
2025-11-01T10:57:06,104,94,67,None,98.20000000000005,None,None
2025-11-01T10:57:07,106,87,68,None,98.20000000000005,None,None
2025-11-01T10:57:08,107,88,66,None,98.20000000000005,None,None
2025-11-01T10:57:09,107,91,69,None,98.20000000000005,None,None
2025-11-01T10:57:10,105,89,67,None,98.20000000000005,None,None
2025-11-01T10:57:11,102,91,67,None,98.20000000000005,None,None
2025-11-01T10:57:12,99,94,67,None,98.20000000000005,None,None
2025-11-01T10:57:13,98,93,67,None,98.20000000000005,None,None
2025-11-01T10:57:14,97,92,68,None,98.20000000000005,None,None
2025-11-01T10:57:15,99,100,66,None,98.20000000000005,None,None
2025-11-01T10:57:16,99,102,67,None,98.20000000000005,None,None
2025-11-01T10:57:17,101,100,67,None,98.20000000000005,None,None
2025-11-01T10:57:18,105,99,68,None,98.0,None,None
2025-11-01T10:57:19,106,91,67,None,98.0,None,None
2025-11-01T10:57:20,106,92,77,None,98.0,None,None
2025-11-01T10:57:21,106,95,61,None,98.0,None,None
2025-11-01T10:57:22,106,95,69,None,98.0,None,None
2025-11-01T10:57:23,106,99,67,None,98.20000000000005,None,None
2025-11-01T10:57:24,103,102,69,None,98.20000000000005,None,None
2025-11-01T10:57:25,103,102,68,None,98.20000000000005,None,None
2025-11-01T10:57:26,98,100,69,None,98.20000000000005,None,None
2025-11-01T10:57:27,99,101,70,None,98.20000000000005,None,None
2025-11-01T10:57:28,101,99,68,None,98.39999999999998,None,None
2025-11-01T10:57:29,101,99,68,None,98.60000000000002,None,None
